epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,119.667,1.16585,2.35587,0.64015,0.86345,1.23482,0.83353,0.85736,0.90968,0.59042,0.81383,0.83837,0.84106,0.48007,1.1504,1.77687,0.54704,0.85771,1.2095,0.0014588,0.0014588,0.0014588
43,121.961,1.15524,2.4135,0.63755,0.85401,1.21399,0.90615,0.84247,0.9179,0.61553,0.88421,0.80137,0.86556,0.49389,1.11586,1.95549,0.53988,0.82767,1.17326,0.0014456,0.0014456,0.0014456
44,123.977,1.15954,2.43136,0.64339,0.85061,1.21808,0.90738,0.80822,0.90133,0.59522,0.88568,0.78767,0.84198,0.471,1.14734,2.11734,0.53712,0.82929,1.21163,0.0014324,0.0014324,0.0014324
45,125.988,1.12809,2.29248,0.63952,0.82845,1.20234,0.90198,0.82192,0.89993,0.56607,0.91013,0.82877,0.87428,0.52839,1.19246,1.92272,0.54347,0.84244,1.26122,0.0014192,0.0014192,0.0014192
46,128.344,1.11502,2.20326,0.64236,0.83649,1.20117,0.89917,0.91619,0.93318,0.62427,0.87204,0.88692,0.88298,0.54003,1.14149,1.87124,0.54593,0.73845,1.20928,0.001406,0.001406,0.001406
47,130.745,1.06178,2.21598,0.6372,0.79254,1.16883,0.90666,0.89041,0.93718,0.62917,0.87001,0.84932,0.86213,0.53683,1.10299,1.79272,0.55441,0.73701,1.19698,0.0013928,0.0013928,0.0013928
48,133.013,1.13223,2.21045,0.63604,0.78917,1.19293,0.91924,0.89041,0.9316,0.63088,0.88031,0.86986,0.89386,0.51419,1.10665,1.77127,0.55044,0.74933,1.17909,0.0013796,0.0013796,0.0013796
49,134.767,1.08743,2.18686,0.64029,0.80033,1.16704,0.91339,0.86679,0.94818,0.63812,0.89187,0.84742,0.88901,0.5159,1.10775,1.87195,0.53694,0.68546,1.21294,0.0013664,0.0013664,0.0013664
50,136.794,1.07661,2.19305,0.6189,0.77305,1.17978,0.86652,0.93836,0.95349,0.64798,0.91743,0.83711,0.90933,0.55644,1.09485,1.69145,0.53608,0.67025,1.20682,0.0013532,0.0013532,0.0013532
51,138.762,1.0471,2.2456,0.63526,0.76171,1.17655,0.89941,0.89726,0.94909,0.65569,0.86072,0.88891,0.89161,0.55641,1.08672,1.56599,0.5299,0.64686,1.18563,0.00134,0.00134,0.00134
52,140.914,1.07971,2.00957,0.62856,0.78896,1.16631,0.88161,0.90411,0.94454,0.64115,0.87121,0.83562,0.887,0.56287,1.07736,1.69989,0.53892,0.71213,1.17926,0.0013268,0.0013268,0.0013268
53,143.04,1.06821,2.11857,0.63454,0.79986,1.16798,0.89803,0.90481,0.93926,0.62841,0.85446,0.84247,0.87147,0.54493,1.07518,1.60777,0.53425,0.73602,1.18091,0.0013136,0.0013136,0.0013136
54,145.549,1.09095,2.15331,0.63796,0.78269,1.18932,0.93269,0.89041,0.9655,0.66381,0.93731,0.81933,0.89449,0.5496,1.0575,1.65138,0.53005,0.65158,1.17331,0.0013004,0.0013004,0.0013004
55,150.224,1.07221,2.12277,0.63784,0.77949,1.18892,0.9207,0.88356,0.9377,0.63197,0.89608,0.84932,0.89505,0.51765,1.12769,1.77703,0.53003,0.77403,1.21466,0.0012872,0.0012872,0.0012872
56,152.689,1.04841,2.09651,0.63778,0.80368,1.17635,0.94719,0.85991,0.94654,0.62736,0.91748,0.84247,0.88702,0.55311,1.16061,1.76863,0.54039,0.76656,1.22713,0.001274,0.001274,0.001274
57,155.221,1.08364,2.14957,0.63148,0.78697,1.16524,0.93642,0.80697,0.92322,0.61854,0.87541,0.79452,0.85686,0.49967,1.13393,1.81804,0.54329,0.76779,1.2172,0.0012608,0.0012608,0.0012608
58,157.872,1.07644,2.05931,0.6265,0.78192,1.16925,0.92498,0.84451,0.93686,0.66636,0.87988,0.8529,0.88765,0.57678,1.03796,1.68119,0.54647,0.72918,1.15355,0.0012476,0.0012476,0.0012476
59,160.659,1.06722,2.12075,0.62917,0.77425,1.17856,0.89868,0.88356,0.92988,0.6588,0.90891,0.88847,0.89659,0.57552,1.03692,1.61917,0.53906,0.73308,1.16316,0.0012344,0.0012344,0.0012344
60,162.722,1.00272,2.03218,0.62793,0.70909,1.16412,0.90951,0.89494,0.93953,0.65446,0.90841,0.88356,0.90615,0.58799,1.07132,1.53099,0.541,0.66801,1.17935,0.0012212,0.0012212,0.0012212
61,164.626,1.04075,2.04085,0.61868,0.75955,1.15589,0.92793,0.88187,0.94493,0.64753,0.91176,0.84932,0.90796,0.57569,1.06222,1.499,0.54186,0.67312,1.18346,0.001208,0.001208,0.001208
62,166.475,1.06839,2.06324,0.62734,0.76394,1.16419,0.90951,0.82609,0.91206,0.60492,0.90959,0.82687,0.88428,0.53791,1.11639,1.68511,0.54329,0.75522,1.22784,0.0011948,0.0011948,0.0011948
63,168.642,1.06649,2.08093,0.63406,0.75251,1.1644,0.92758,0.90411,0.95386,0.64832,0.9079,0.85616,0.89459,0.5751,1.10137,1.61571,0.5378,0.65104,1.19242,0.0011816,0.0011816,0.0011816
64,170.694,1.04854,1.90415,0.62259,0.74176,1.16109,0.8897,0.93922,0.95302,0.63523,0.90329,0.85616,0.89172,0.56868,1.15508,1.62627,0.53563,0.68513,1.22114,0.0011684,0.0011684,0.0011684
65,172.841,1.06402,2.07413,0.63015,0.75395,1.16278,0.97657,0.86301,0.95379,0.63144,0.94557,0.83562,0.89513,0.54857,1.1397,1.68168,0.5345,0.69015,1.2306,0.0011552,0.0011552,0.0011552
66,174.77,1.07144,2.04233,0.62977,0.7649,1.17717,0.92192,0.88961,0.96245,0.67855,0.91802,0.82877,0.91622,0.59036,1.04943,1.48435,0.53064,0.64177,1.18554,0.001142,0.001142,0.001142
67,176.853,1.0262,1.88084,0.63118,0.71667,1.14317,0.93831,0.86986,0.95566,0.67951,0.90391,0.83758,0.90835,0.60351,1.02595,1.42763,0.52988,0.63933,1.18634,0.0011288,0.0011288,0.0011288
68,179.23,1.02569,1.88224,0.62515,0.72498,1.14735,0.92708,0.87077,0.94512,0.65021,0.8834,0.87671,0.90456,0.59381,1.06281,1.53704,0.53726,0.65911,1.17982,0.0011156,0.0011156,0.0011156
69,184.713,1.02407,1.88581,0.6237,0.74751,1.14932,0.91321,0.86482,0.93438,0.63133,0.8913,0.84239,0.89078,0.5749,1.10086,1.50795,0.53379,0.66033,1.18944,0.0011024,0.0011024,0.0011024
70,186.911,1.03345,1.82693,0.6204,0.72311,1.134,0.92806,0.88363,0.95419,0.6433,0.92806,0.88363,0.93039,0.60699,1.09511,1.47636,0.52718,0.64723,1.20173,0.0010892,0.0010892,0.0010892
71,189.204,0.97765,1.86435,0.62133,0.72219,1.14902,0.96836,0.89726,0.96697,0.64924,0.95324,0.88356,0.93441,0.58106,1.08181,1.4689,0.52637,0.62447,1.1833,0.001076,0.001076,0.001076
72,191.234,1.00563,1.8518,0.62501,0.70848,1.14424,0.91713,0.94521,0.96837,0.67105,0.89005,0.91781,0.93623,0.58252,1.07951,1.54529,0.53787,0.60348,1.16376,0.0010628,0.0010628,0.0010628
73,193.194,1.00983,1.82311,0.63009,0.70517,1.14257,0.9411,0.87552,0.95442,0.66464,0.9183,0.84683,0.92546,0.61938,1.04291,1.45425,0.53551,0.63743,1.14941,0.0010496,0.0010496,0.0010496
74,195.133,1.00564,1.92831,0.62135,0.72429,1.14781,0.9401,0.84932,0.94946,0.67121,0.87292,0.89392,0.91569,0.61651,1.1033,1.51626,0.53659,0.64474,1.18046,0.0010364,0.0010364,0.0010364
75,197.271,1.01337,1.78201,0.61469,0.72003,1.14734,0.92691,0.86862,0.95528,0.67241,0.91931,0.85845,0.91972,0.62611,1.09675,1.47032,0.53048,0.64043,1.16794,0.0010232,0.0010232,0.0010232
76,199.299,0.97937,1.64316,0.62005,0.70438,1.11958,0.93445,0.87671,0.96049,0.68275,0.90211,0.88364,0.93299,0.64395,1.03457,1.36127,0.52337,0.63671,1.13577,0.00101,0.00101,0.00101
77,201.387,0.99321,1.71947,0.619,0.69625,1.12761,0.90428,0.89726,0.95468,0.66814,0.91273,0.85965,0.92987,0.63226,1.05331,1.3425,0.52497,0.66022,1.16353,0.0009968,0.0009968,0.0009968
78,203.759,0.97538,1.72378,0.61278,0.70557,1.12504,0.90848,0.88392,0.95477,0.66636,0.90561,0.86301,0.93399,0.59584,1.02746,1.39811,0.53105,0.64643,1.15017,0.0009836,0.0009836,0.0009836
79,205.691,0.9917,1.84398,0.61824,0.70251,1.14446,0.90011,0.90411,0.95264,0.67314,0.87828,0.88959,0.92837,0.63659,1.0322,1.39462,0.5317,0.66158,1.15838,0.0009704,0.0009704,0.0009704
80,208.017,0.96778,1.6803,0.617,0.67427,1.12338,0.92399,0.89726,0.95314,0.67028,0.91408,0.87441,0.92053,0.61464,1.03187,1.42347,0.53294,0.6372,1.16082,0.0009572,0.0009572,0.0009572
81,210.635,0.98913,1.8271,0.61489,0.68435,1.12259,0.93407,0.87331,0.94579,0.67302,0.90203,0.88356,0.92637,0.65673,1.03897,1.36468,0.52952,0.62298,1.16801,0.000944,0.000944,0.000944
82,212.747,1.02114,1.72885,0.61851,0.68851,1.14097,0.91901,0.89041,0.95055,0.66001,0.91901,0.89041,0.93275,0.62597,1.08108,1.48129,0.53403,0.63399,1.17727,0.0009308,0.0009308,0.0009308
83,214.983,1.01696,1.72956,0.61241,0.70902,1.1479,0.95637,0.90081,0.95386,0.67156,0.91649,0.90201,0.92474,0.62142,1.0535,1.37617,0.53277,0.64835,1.1517,0.0009176,0.0009176,0.0009176
84,220.176,0.97823,1.70722,0.62686,0.70312,1.14037,0.94279,0.90299,0.95458,0.68716,0.92849,0.88929,0.93029,0.63143,1.03714,1.39583,0.53754,0.60522,1.14957,0.0009044,0.0009044,0.0009044
85,222.7,0.9865,1.78332,0.61468,0.71238,1.14126,0.9258,0.93836,0.95815,0.69431,0.91634,0.93151,0.95002,0.62294,1.01072,1.35234,0.53056,0.60429,1.14418,0.0008912,0.0008912,0.0008912
86,225.022,0.94811,1.69255,0.61154,0.68481,1.12657,0.9114,0.93151,0.95618,0.67979,0.89775,0.91781,0.92863,0.642,1.05338,1.32912,0.53234,0.63202,1.16373,0.000878,0.000878,0.000878
87,227.104,0.95252,1.61196,0.62132,0.68777,1.12705,0.92383,0.92466,0.95503,0.68403,0.90315,0.90411,0.91989,0.64406,1.03366,1.32665,0.53102,0.60808,1.14338,0.0008648,0.0008648,0.0008648
88,229.347,0.94577,1.70381,0.61293,0.67486,1.11648,0.87485,0.92466,0.94892,0.67897,0.92405,0.86301,0.92337,0.63371,0.99398,1.29307,0.53159,0.58591,1.12237,0.0008516,0.0008516,0.0008516
89,231.685,0.93882,1.68016,0.6051,0.67256,1.10985,0.88195,0.94521,0.95768,0.67128,0.92183,0.87671,0.93101,0.64066,1.01899,1.26759,0.53218,0.56934,1.13748,0.0008384,0.0008384,0.0008384
90,233.71,0.95677,1.66204,0.60905,0.67445,1.11117,0.92213,0.89226,0.94718,0.66138,0.92224,0.89354,0.92892,0.62635,1.00501,1.31254,0.52704,0.60209,1.14327,0.0008252,0.0008252,0.0008252
91,235.76,0.93391,1.66601,0.60242,0.6437,1.10262,0.91668,0.89041,0.95431,0.68869,0.92287,0.89726,0.93792,0.65509,0.96819,1.31426,0.53081,0.57653,1.10977,0.000812,0.000812,0.000812
92,237.858,0.93438,1.66118,0.61148,0.67215,1.1189,0.94622,0.89041,0.958,0.68793,0.92438,0.86986,0.91865,0.64904,1.01753,1.33628,0.53175,0.62989,1.14571,0.0007988,0.0007988,0.0007988
93,239.656,0.92676,1.55765,0.60914,0.66146,1.1036,0.9697,0.87676,0.95942,0.68551,0.93926,0.84735,0.90484,0.65284,0.99973,1.2916,0.52511,0.60435,1.13115,0.0007856,0.0007856,0.0007856
94,241.688,0.90603,1.61021,0.61184,0.64288,1.09426,0.95477,0.88356,0.95857,0.69362,0.94974,0.85616,0.91684,0.64651,1.01399,1.35463,0.52566,0.60089,1.12703,0.0007724,0.0007724,0.0007724
95,243.552,0.88564,1.5036,0.6037,0.6349,1.07863,0.95303,0.88356,0.95349,0.68074,0.94033,0.86347,0.91933,0.66428,1.04322,1.34697,0.53276,0.61767,1.13391,0.0007592,0.0007592,0.0007592
96,245.495,0.92625,1.49508,0.60381,0.64527,1.11189,0.90504,0.89726,0.95458,0.68016,0.9232,0.85616,0.93261,0.67708,1.02839,1.24538,0.52903,0.61901,1.12399,0.000746,0.000746,0.000746
97,247.48,0.90192,1.6444,0.60834,0.64664,1.09196,0.93491,0.88544,0.94566,0.67085,0.92427,0.88356,0.93851,0.63411,1.01716,1.31686,0.52001,0.65891,1.13172,0.0007328,0.0007328,0.0007328
98,249.347,0.94224,1.59571,0.61059,0.6727,1.13262,0.91862,0.92783,0.95918,0.69256,0.89897,0.9142,0.94387,0.65597,1.04389,1.23987,0.51607,0.60965,1.15435,0.0007196,0.0007196,0.0007196
99,254.468,0.86651,1.49074,0.60749,0.62437,1.07802,0.94368,0.91804,0.97265,0.69525,0.93666,0.91163,0.94445,0.67942,1.03044,1.21768,0.52028,0.57047,1.14871,0.0007064,0.0007064,0.0007064
100,257.033,0.9209,1.5526,0.61252,0.64288,1.08616,0.92102,0.9585,0.9745,0.6926,0.89973,0.92194,0.94162,0.67175,1.06237,1.25561,0.5238,0.57795,1.15439,0.0006932,0.0006932,0.0006932
101,259.113,0.8835,1.48612,0.59706,0.62469,1.07818,0.9367,0.91781,0.97125,0.69109,0.9227,0.89937,0.93267,0.67792,1.07672,1.25022,0.52436,0.58692,1.16395,0.00068,0.00068,0.00068
102,261.263,0.87706,1.61466,0.60095,0.62013,1.08404,0.96295,0.89017,0.97242,0.69142,0.94814,0.87658,0.94253,0.68996,1.03175,1.15011,0.52709,0.57471,1.14997,0.0006668,0.0006668,0.0006668
103,263.309,0.91813,1.60811,0.61299,0.63737,1.10251,0.93728,0.91096,0.96217,0.68308,0.93367,0.90411,0.94373,0.67065,1.02076,1.17949,0.52441,0.59424,1.15637,0.0006536,0.0006536,0.0006536
104,265.124,0.92944,1.51039,0.59633,0.64387,1.09744,0.93432,0.90411,0.96082,0.6834,0.93639,0.88356,0.93948,0.66571,1.03761,1.19534,0.51901,0.56471,1.16787,0.0006404,0.0006404,0.0006404
105,267.006,0.89432,1.48758,0.60779,0.63613,1.10229,0.95921,0.89726,0.96719,0.68932,0.94382,0.88356,0.92303,0.68229,1.04467,1.14259,0.51464,0.56497,1.15321,0.0006272,0.0006272,0.0006272
106,268.944,0.88185,1.44858,0.59575,0.61217,1.06403,0.94426,0.92824,0.97274,0.69301,0.93032,0.91454,0.94248,0.68243,1.00271,1.142,0.51521,0.55572,1.14231,0.000614,0.000614,0.000614
107,271.133,0.8948,1.56396,0.5963,0.63072,1.08988,0.95093,0.93836,0.97559,0.70327,0.929,0.89626,0.92598,0.67716,0.98393,1.18323,0.52129,0.55291,1.13023,0.0006008,0.0006008,0.0006008
108,273.299,0.88067,1.50097,0.59602,0.61009,1.07329,0.95206,0.92466,0.97457,0.71265,0.93715,0.91912,0.9389,0.70094,0.99008,1.14521,0.5248,0.55251,1.1159,0.0005876,0.0005876,0.0005876
109,275.335,0.85182,1.41655,0.593,0.61069,1.06271,0.94557,0.92466,0.97119,0.70834,0.93156,0.91096,0.93412,0.71276,1.00576,1.11671,0.52446,0.55467,1.12339,0.0005744,0.0005744,0.0005744
110,277.319,0.87274,1.42496,0.58984,0.60929,1.06933,0.96268,0.91096,0.97329,0.6938,0.95495,0.91781,0.94386,0.69874,1.0164,1.14619,0.51811,0.55552,1.12947,0.0005612,0.0005612,0.0005612
111,279.542,0.88762,1.52332,0.59575,0.61207,1.07836,0.91821,0.92269,0.96915,0.67911,0.93696,0.91618,0.94153,0.70042,1.03473,1.17314,0.51646,0.57258,1.15173,0.000548,0.000548,0.000548
112,281.545,0.89809,1.42294,0.5894,0.62898,1.0813,0.9547,0.90411,0.97554,0.6995,0.96203,0.90411,0.95337,0.72041,1.02521,1.11286,0.51482,0.56485,1.13362,0.0005348,0.0005348,0.0005348
113,283.538,0.85399,1.41965,0.58793,0.58785,1.05524,0.92437,0.93151,0.97299,0.69213,0.97403,0.89041,0.93996,0.70411,1.01187,1.09587,0.51405,0.55725,1.11416,0.0005216,0.0005216,0.0005216
114,285.66,0.85531,1.31027,0.59661,0.60618,1.06935,0.97654,0.89041,0.9674,0.6955,0.97217,0.89041,0.93758,0.66951,1.03183,1.2369,0.5161,0.60762,1.10469,0.0005084,0.0005084,0.0005084
115,290.811,0.85905,1.35589,0.59258,0.6135,1.05839,0.92967,0.90537,0.96806,0.70046,0.94584,0.87671,0.93591,0.68677,0.99876,1.18189,0.51306,0.57273,1.10036,0.0004952,0.0004952,0.0004952
116,292.705,0.79575,1.48835,0.59549,0.60904,1.05351,0.92038,0.92466,0.9673,0.70219,0.94223,0.88356,0.93603,0.70871,0.98509,1.1522,0.51061,0.56119,1.09253,0.000482,0.000482,0.000482
117,294.525,0.8435,1.43467,0.5918,0.59386,1.06797,0.93675,0.91301,0.97251,0.71166,0.94951,0.90171,0.93118,0.70094,0.98297,1.15327,0.50891,0.54608,1.10547,0.0004688,0.0004688,0.0004688
118,296.565,0.83396,1.33654,0.59247,0.57352,1.05133,0.95664,0.90659,0.97276,0.71287,0.95664,0.90659,0.94603,0.709,0.97024,1.10683,0.50892,0.54899,1.11673,0.0004556,0.0004556,0.0004556
119,298.638,0.85548,1.46338,0.59485,0.59705,1.07712,0.95701,0.9148,0.97536,0.69481,0.94984,0.90795,0.94611,0.69889,1.00869,1.08754,0.50921,0.54921,1.12872,0.0004424,0.0004424,0.0004424
