epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,75.7995,1.27518,3.13163,0.63864,1.0433,1.29744,0.82062,0.80081,0.86455,0.56352,0.8224,0.7561,0.77685,0.31847,1.15064,2.70307,0.52599,0.96374,1.22542,0.00186536,0.00186536,0.00186536
19,79.6115,1.238,3.12238,0.64411,1.04059,1.29048,0.7688,0.70732,0.7779,0.48433,0.63705,0.52846,0.53011,0.26519,1.31913,3.40189,0.53268,1.14005,1.33743,0.00185744,0.00185744,0.00185744
20,83.1218,1.2415,3.12293,0.64107,1.00807,1.29216,0.86536,0.80894,0.88942,0.59173,0.82172,0.74945,0.76502,0.35231,1.15382,2.64453,0.53357,0.89119,1.2475,0.00184952,0.00184952,0.00184952
21,86.9245,1.26357,3.09835,0.64103,1.0192,1.2962,0.77133,0.69512,0.76843,0.46986,0.73776,0.63008,0.65961,0.27676,1.27587,2.95899,0.55848,1.28047,1.29714,0.0018416,0.0018416,0.0018416
22,90.655,1.21633,3.14392,0.64557,0.98315,1.26681,0.79882,0.7561,0.84996,0.55624,0.72942,0.65854,0.6813,0.28685,1.19586,3.05442,0.54447,1.03558,1.30004,0.00183368,0.00183368,0.00183368
23,94.5215,1.20659,2.93085,0.63742,0.96441,1.26967,0.83493,0.77642,0.85806,0.53316,0.77496,0.66667,0.69708,0.32529,1.19867,2.73677,0.54368,1.07965,1.28111,0.00182576,0.00182576,0.00182576
24,96.3269,1.21656,3.00309,0.63922,1.0012,1.2843,0.87327,0.83333,0.9076,0.59486,0.79144,0.71545,0.75187,0.36323,1.14159,2.33852,0.51421,0.89658,1.2377,0.00181784,0.00181784,0.00181784
25,99.8122,1.19255,2.7969,0.63457,0.94302,1.24526,0.85626,0.81707,0.8944,0.59223,0.80432,0.7561,0.79794,0.39687,1.16161,2.19536,0.52062,0.88416,1.25725,0.00180992,0.00180992,0.00180992
26,103.311,1.19708,2.85567,0.63699,0.96325,1.27001,0.86544,0.83667,0.90127,0.58916,0.75997,0.73171,0.73137,0.34051,1.12829,2.29868,0.51154,0.82395,1.21503,0.001802,0.001802,0.001802
27,107.186,1.17222,2.85735,0.63606,0.93615,1.23645,0.87614,0.86261,0.91073,0.6388,0.81738,0.80081,0.8065,0.40577,1.07226,2.17025,0.5237,0.85507,1.18607,0.00179408,0.00179408,0.00179408
28,111.25,1.182,2.79448,0.6289,0.93621,1.25961,0.86903,0.81301,0.89398,0.61913,0.7891,0.73009,0.74908,0.38706,1.10434,2.31068,0.53758,0.96825,1.19865,0.00178616,0.00178616,0.00178616
29,115.14,1.17457,2.8857,0.63574,0.93256,1.22807,0.85175,0.84082,0.89931,0.61184,0.82563,0.72764,0.74755,0.33161,1.12531,2.47986,0.53296,0.7991,1.20043,0.00177824,0.00177824,0.00177824
30,118.776,1.1619,2.7049,0.62995,0.9104,1.2283,0.89464,0.80894,0.89299,0.59406,0.79822,0.72366,0.73302,0.34792,1.16844,2.46066,0.51975,0.81801,1.23119,0.00177032,0.00177032,0.00177032
31,122.398,1.14129,2.67624,0.62995,0.90078,1.22783,0.90622,0.78562,0.88021,0.6009,0.84843,0.73171,0.77975,0.41718,1.09819,2.44323,0.5252,0.85606,1.19774,0.0017624,0.0017624,0.0017624
32,125.948,1.12793,2.71514,0.62219,0.88065,1.22212,0.88675,0.85944,0.91241,0.61246,0.8295,0.78049,0.81653,0.41526,1.12323,2.16839,0.519,0.82525,1.22459,0.00175448,0.00175448,0.00175448
33,128.237,1.15118,2.87785,0.62736,0.91349,1.23899,0.89486,0.83032,0.90631,0.63939,0.8538,0.78342,0.82786,0.40997,1.02963,2.1385,0.51738,0.7809,1.16039,0.00174656,0.00174656,0.00174656
34,132.223,1.11935,2.66266,0.62296,0.89133,1.22334,0.90274,0.82114,0.9146,0.62396,0.85358,0.77642,0.81109,0.42727,1.07128,2.08766,0.508,0.7951,1.1869,0.00173864,0.00173864,0.00173864
35,135.737,1.16638,2.79707,0.62989,0.90269,1.23782,0.88982,0.8207,0.91292,0.62596,0.82637,0.76829,0.80555,0.41766,1.10519,2.14692,0.52695,0.78773,1.19579,0.00173072,0.00173072,0.00173072
36,139.431,1.09849,2.6256,0.61932,0.86333,1.19256,0.86148,0.81707,0.88761,0.60876,0.8059,0.74797,0.77359,0.41254,1.10784,2.15985,0.5145,0.80719,1.20548,0.0017228,0.0017228,0.0017228
37,143.373,1.14591,2.62951,0.62255,0.90387,1.23466,0.86523,0.83511,0.90515,0.62927,0.82664,0.69919,0.73602,0.3943,1.08547,2.36802,0.52276,0.78486,1.19302,0.00171488,0.00171488,0.00171488
38,147.643,1.14304,2.63966,0.62498,0.90198,1.22945,0.89337,0.84146,0.91301,0.62706,0.856,0.80081,0.81806,0.44287,1.07985,2.19308,0.51343,0.78288,1.19447,0.00170696,0.00170696,0.00170696
39,151.561,1.1272,2.56607,0.62615,0.88701,1.22347,0.87455,0.85772,0.91794,0.64215,0.84446,0.81659,0.83789,0.47702,1.07552,1.97952,0.51176,0.77187,1.16338,0.00169904,0.00169904,0.00169904
40,155.542,1.12001,2.61764,0.6218,0.86973,1.22585,0.91319,0.84146,0.90715,0.63145,0.86906,0.78455,0.81767,0.44349,1.05775,2.1861,0.51943,0.78539,1.15523,0.00169112,0.00169112,0.00169112
41,158.012,1.1067,2.54416,0.61692,0.84075,1.19405,0.90987,0.86175,0.93014,0.63635,0.84346,0.79268,0.82281,0.45429,1.09205,2.096,0.51847,0.73237,1.16627,0.0016832,0.0016832,0.0016832
42,161.978,1.08372,2.38244,0.60824,0.85529,1.19596,0.90409,0.83333,0.92526,0.64759,0.87934,0.79989,0.86292,0.4576,1.04708,2.0464,0.51368,0.79034,1.15728,0.00167528,0.00167528,0.00167528
43,166.553,1.10115,2.58931,0.61749,0.86427,1.20533,0.88288,0.85366,0.9156,0.64154,0.88346,0.85366,0.88618,0.49239,1.06657,1.89291,0.49972,0.84546,1.18245,0.00166736,0.00166736,0.00166736
44,170.426,1.07925,2.37385,0.61197,0.84416,1.20038,0.95504,0.79675,0.90194,0.64862,0.88383,0.74225,0.79154,0.44905,1.03665,2.12868,0.51442,0.76025,1.15944,0.00165944,0.00165944,0.00165944
45,174.262,1.10955,2.51095,0.61926,0.86444,1.22075,0.8903,0.85781,0.90277,0.63709,0.8601,0.8252,0.84829,0.50232,1.06458,1.91494,0.50417,0.73052,1.17931,0.00165152,0.00165152,0.00165152
46,178.276,1.07478,2.49563,0.6115,0.8166,1.19941,0.89178,0.83743,0.91255,0.64693,0.8549,0.77642,0.80988,0.47752,0.98811,2.01251,0.51182,0.74558,1.13665,0.0016436,0.0016436,0.0016436
47,181.981,1.11444,2.46002,0.60763,0.84366,1.21092,0.88695,0.84553,0.9074,0.62395,0.8123,0.78049,0.7891,0.43423,1.07968,2.08253,0.50947,0.7922,1.16235,0.00163568,0.00163568,0.00163568
48,185.818,1.04891,2.29488,0.60022,0.80435,1.18955,0.93148,0.86179,0.94633,0.66749,0.91623,0.80894,0.86498,0.52059,1.02293,1.93031,0.49836,0.68368,1.15548,0.00162776,0.00162776,0.00162776
49,188.271,1.06278,2.34354,0.602,0.81975,1.18582,0.91723,0.87398,0.93489,0.67489,0.86931,0.80894,0.84483,0.48547,1.01263,1.94253,0.49326,0.67753,1.15116,0.00161984,0.00161984,0.00161984
50,192.041,1.09212,2.48102,0.60149,0.83525,1.19682,0.93012,0.86564,0.92687,0.65717,0.89517,0.83312,0.87881,0.49769,1.05814,1.95135,0.50555,0.67528,1.16447,0.00161192,0.00161192,0.00161192
51,195.594,1.10557,2.26611,0.60048,0.84563,1.19368,0.92261,0.87235,0.93056,0.65654,0.88503,0.80894,0.83944,0.49756,1.03694,1.98436,0.49256,0.68956,1.14806,0.001604,0.001604,0.001604
52,199.487,1.07327,2.39872,0.60298,0.8329,1.18805,0.932,0.83569,0.91554,0.65099,0.9219,0.80488,0.87942,0.53699,1.06583,1.82492,0.49438,0.74614,1.17725,0.00159608,0.00159608,0.00159608
53,203.332,1.03461,2.29897,0.59316,0.79301,1.1585,0.88694,0.87398,0.93055,0.64163,0.83094,0.81916,0.85446,0.48075,1.06735,1.89263,0.48977,0.72717,1.16862,0.00158816,0.00158816,0.00158816
54,207.079,1.06424,2.22644,0.59419,0.80126,1.1757,0.93085,0.87557,0.93736,0.66935,0.8655,0.81707,0.83783,0.50157,1.00278,1.97757,0.48908,0.66945,1.13507,0.00158024,0.00158024,0.00158024
55,210.951,1.03667,2.28985,0.58924,0.78894,1.16393,0.93531,0.88162,0.94566,0.66625,0.90515,0.85346,0.89114,0.50567,1.02482,1.89657,0.49069,0.6472,1.15007,0.00157232,0.00157232,0.00157232
56,214.825,1.0645,2.36253,0.59796,0.80626,1.19358,0.88519,0.88618,0.94505,0.68175,0.84996,0.84553,0.87096,0.48783,0.98694,1.93122,0.49413,0.67691,1.11556,0.0015644,0.0015644,0.0015644
57,218.513,1.06078,2.42633,0.59175,0.84475,1.186,0.90207,0.86124,0.93563,0.68729,0.85685,0.82727,0.87905,0.52701,0.99175,1.84481,0.49427,0.67736,1.12783,0.00155648,0.00155648,0.00155648
58,220.851,1.02735,2.24673,0.58261,0.8094,1.16566,0.92133,0.85694,0.93331,0.67662,0.86847,0.78862,0.86067,0.50752,0.98424,1.92094,0.4917,0.67573,1.12366,0.00154856,0.00154856,0.00154856
59,224.688,1.00118,2.19264,0.57972,0.76276,1.14485,0.94299,0.89431,0.9551,0.68654,0.88449,0.84041,0.87228,0.51883,0.98504,1.80588,0.48508,0.65124,1.10633,0.00154064,0.00154064,0.00154064
60,228.701,1.03872,2.21185,0.58627,0.78924,1.16984,0.89052,0.89024,0.9273,0.67051,0.85192,0.84191,0.87988,0.54729,0.96916,1.69269,0.48898,0.68473,1.10944,0.00153272,0.00153272,0.00153272
61,232.486,1.03695,2.22139,0.58943,0.78851,1.1594,0.91025,0.88618,0.93862,0.6696,0.86432,0.84146,0.88772,0.52792,1.00235,1.74094,0.4969,0.66594,1.12511,0.0015248,0.0015248,0.0015248
62,236.52,1.00128,2.13235,0.57424,0.76301,1.14007,0.89289,0.91463,0.95374,0.68928,0.88312,0.82931,0.8741,0.47917,0.96095,1.77431,0.47777,0.63888,1.11972,0.00151688,0.00151688,0.00151688
63,240.11,1.01481,2.19609,0.57238,0.76234,1.1559,0.9275,0.83203,0.93413,0.67673,0.91843,0.8239,0.89092,0.54498,0.98834,1.72729,0.45625,0.67352,1.15758,0.00150896,0.00150896,0.00150896
64,243.851,0.99964,2.00878,0.56999,0.72863,1.14156,0.95427,0.84553,0.9331,0.67997,0.9218,0.81707,0.8719,0.53672,0.9924,1.79481,0.46619,0.66289,1.14235,0.00150104,0.00150104,0.00150104
65,247.843,1.01661,2.06223,0.5681,0.76284,1.15397,0.92956,0.85772,0.93359,0.66693,0.92022,0.79715,0.85789,0.50417,1.03651,1.98895,0.47697,0.68221,1.1704,0.00149312,0.00149312,0.00149312
66,249.951,1.02389,2.15558,0.57138,0.756,1.16613,0.9487,0.87805,0.94125,0.69531,0.89429,0.82532,0.86821,0.55589,0.96132,1.83398,0.47397,0.63584,1.12895,0.0014852,0.0014852,0.0014852
67,253.852,0.99833,2.09244,0.56644,0.75084,1.15211,0.93894,0.88211,0.94367,0.68287,0.90102,0.8374,0.86297,0.52719,0.95221,1.739,0.46709,0.65411,1.1074,0.00147728,0.00147728,0.00147728
68,257.788,0.99514,2.05995,0.56357,0.73454,1.15371,0.93537,0.89024,0.94281,0.67558,0.9009,0.8252,0.86576,0.5199,0.97262,1.79544,0.47158,0.63582,1.13229,0.00146936,0.00146936,0.00146936
69,261.842,0.98769,2.11332,0.5617,0.75935,1.14541,0.92091,0.85197,0.93104,0.688,0.89378,0.82927,0.88199,0.5296,0.94966,1.73549,0.46467,0.6772,1.12209,0.00146144,0.00146144,0.00146144
70,265.697,0.97837,2.08662,0.55833,0.73774,1.13678,0.92448,0.88618,0.9522,0.71402,0.93288,0.8374,0.90435,0.56797,0.95432,1.66973,0.47316,0.61335,1.10438,0.00145352,0.00145352,0.00145352
71,269.296,1.00579,1.98737,0.56502,0.76594,1.1676,0.93233,0.89607,0.9552,0.72357,0.92799,0.8252,0.8898,0.55826,0.88859,1.66551,0.47387,0.58588,1.07204,0.0014456,0.0014456,0.0014456
72,273.104,0.98241,2.10251,0.56597,0.76087,1.1546,0.95993,0.87656,0.95349,0.72314,0.92957,0.83333,0.90415,0.57411,0.92407,1.60084,0.48494,0.62282,1.07267,0.00143768,0.00143768,0.00143768
73,277.06,0.98527,2.06987,0.55288,0.74745,1.13829,0.91099,0.91526,0.95453,0.71235,0.89791,0.84553,0.88625,0.52927,0.93173,1.66226,0.46199,0.63949,1.07396,0.00142976,0.00142976,0.00142976
74,279.304,0.9927,1.96189,0.55102,0.74079,1.1378,0.94122,0.89024,0.95704,0.71365,0.92362,0.84553,0.8988,0.59379,0.89779,1.62227,0.45642,0.60555,1.06738,0.00142184,0.00142184,0.00142184
75,283.283,0.98242,2.04538,0.54595,0.74654,1.13318,0.93725,0.88618,0.95571,0.69933,0.88616,0.85772,0.88838,0.54171,0.94617,1.703,0.44915,0.61266,1.09855,0.00141392,0.00141392,0.00141392
76,287.14,0.98039,2.00235,0.54008,0.73143,1.13312,0.94201,0.9187,0.96389,0.70097,0.92523,0.82927,0.89076,0.54877,0.9647,1.64856,0.44859,0.61055,1.1062,0.001406,0.001406,0.001406
77,291.308,0.95793,1.97737,0.5471,0.71405,1.12198,0.92565,0.91101,0.95695,0.68519,0.89345,0.88211,0.90345,0.58353,0.96686,1.62051,0.44855,0.64312,1.12778,0.00139808,0.00139808,0.00139808
78,295.028,0.99964,2.09318,0.54618,0.73533,1.15219,0.89739,0.88875,0.94271,0.70317,0.91162,0.79669,0.86698,0.56522,0.91631,1.68384,0.44642,0.63873,1.0978,0.00139016,0.00139016,0.00139016
79,298.946,0.97197,1.91765,0.53618,0.70706,1.13006,0.94479,0.87398,0.94123,0.7024,0.91424,0.84553,0.87976,0.58447,0.94141,1.54727,0.44143,0.62384,1.10181,0.00138224,0.00138224,0.00138224
80,303.245,0.959,1.97249,0.5396,0.7001,1.12246,0.93909,0.87743,0.94693,0.70896,0.90025,0.84384,0.88709,0.57202,0.94161,1.56533,0.45728,0.60945,1.09813,0.00137432,0.00137432,0.00137432
81,306.915,0.949,1.97318,0.54496,0.71745,1.13718,0.93609,0.86585,0.9467,0.70909,0.94907,0.8333,0.90497,0.56184,0.93254,1.62995,0.44506,0.59544,1.09648,0.0013664,0.0013664,0.0013664
82,310.801,0.97671,2.02041,0.54633,0.73552,1.13313,0.92598,0.86585,0.92999,0.6808,0.87747,0.84553,0.87463,0.57677,0.94651,1.62161,0.44286,0.64629,1.11408,0.00135848,0.00135848,0.00135848
83,313.008,0.97732,1.99369,0.53553,0.73251,1.13011,0.9222,0.91551,0.94834,0.71195,0.94064,0.86585,0.91435,0.60036,0.92349,1.52232,0.44167,0.59939,1.09492,0.00135056,0.00135056,0.00135056
84,317.19,0.93952,1.91853,0.53196,0.70734,1.12374,0.92772,0.88703,0.94685,0.70749,0.9157,0.84959,0.89818,0.58021,0.94798,1.56053,0.44898,0.60232,1.1221,0.00134264,0.00134264,0.00134264
85,321.328,0.95737,1.9902,0.53682,0.71026,1.11863,0.94709,0.87322,0.95465,0.7208,0.93307,0.85002,0.904,0.57736,0.92904,1.61701,0.43315,0.58047,1.10056,0.00133472,0.00133472,0.00133472
86,325.368,0.96297,1.85008,0.53908,0.7189,1.1204,0.90351,0.92683,0.95659,0.71707,0.87156,0.89431,0.9072,0.59577,0.90274,1.52841,0.44,0.59661,1.07844,0.0013268,0.0013268,0.0013268
87,329.4,0.95227,1.90305,0.53797,0.69653,1.11941,0.92254,0.91991,0.95785,0.70186,0.92447,0.85772,0.91395,0.60326,0.93031,1.50887,0.44037,0.60453,1.08741,0.00131888,0.00131888,0.00131888
88,333.489,0.93712,1.89831,0.52893,0.68896,1.12071,0.9539,0.89024,0.95959,0.68531,0.95186,0.87398,0.92957,0.60005,0.97367,1.50154,0.43815,0.60661,1.10682,0.00131096,0.00131096,0.00131096
89,337.706,0.93366,1.83891,0.52829,0.6915,1.11166,0.95632,0.89005,0.95325,0.70893,0.93876,0.8724,0.91772,0.59264,0.92571,1.45061,0.44181,0.58402,1.07913,0.00130304,0.00130304,0.00130304
90,340.589,0.9432,1.91412,0.52294,0.68002,1.11823,0.93313,0.89024,0.9495,0.69594,0.92236,0.85772,0.92508,0.61667,0.94707,1.59278,0.44455,0.61678,1.10019,0.00129512,0.00129512,0.00129512
91,344.446,0.94109,1.84529,0.52085,0.69021,1.10223,0.92704,0.92276,0.9605,0.69843,0.89698,0.88486,0.90585,0.60553,0.9682,1.53993,0.43916,0.60057,1.09547,0.0012872,0.0012872,0.0012872
92,348.642,0.96176,1.88416,0.52689,0.70492,1.12224,0.94798,0.88886,0.9512,0.70843,0.914,0.85366,0.88901,0.58716,0.90042,1.50472,0.42234,0.59882,1.08923,0.00127928,0.00127928,0.00127928
93,352.572,0.9569,1.78413,0.51986,0.70713,1.12829,0.95623,0.88815,0.95682,0.71465,0.9256,0.85969,0.90834,0.59715,0.92325,1.48622,0.43498,0.59194,1.07646,0.00127136,0.00127136,0.00127136
94,356.149,0.96881,1.91033,0.51615,0.71035,1.12286,0.9641,0.87343,0.94976,0.71297,0.94596,0.85393,0.90777,0.61827,0.8954,1.40062,0.42874,0.60167,1.06872,0.00126344,0.00126344,0.00126344
95,360.292,0.92634,1.79321,0.52066,0.66678,1.11,0.96123,0.86585,0.9488,0.70757,0.93704,0.84553,0.9092,0.60932,0.93519,1.49348,0.42813,0.58722,1.07593,0.00125552,0.00125552,0.00125552
96,363.738,0.91396,1.79022,0.51878,0.68795,1.10383,0.95817,0.85772,0.95159,0.70751,0.93509,0.8374,0.90616,0.63102,0.92998,1.48532,0.41912,0.59769,1.08571,0.0012476,0.0012476,0.0012476
97,367.631,0.92309,1.79054,0.51629,0.67335,1.10297,0.93546,0.88618,0.94411,0.69008,0.90638,0.85366,0.8981,0.6216,0.94358,1.50908,0.42629,0.61678,1.11012,0.00123968,0.00123968,0.00123968
98,371.799,0.9076,1.79038,0.51988,0.6688,1.1067,0.95498,0.89837,0.95211,0.71663,0.93571,0.88744,0.91806,0.61481,0.9087,1.47982,0.42631,0.55625,1.08495,0.00123176,0.00123176,0.00123176
99,373.809,0.92284,1.88053,0.51916,0.67717,1.11019,0.91798,0.90996,0.95076,0.71933,0.90655,0.86992,0.90192,0.58587,0.90561,1.50009,0.42688,0.57282,1.07613,0.00122384,0.00122384,0.00122384
100,377.563,0.9009,1.75594,0.52606,0.67413,1.09365,0.96478,0.89091,0.9577,0.73092,0.9293,0.85491,0.91444,0.61193,0.88257,1.47824,0.43452,0.56128,1.05242,0.00121592,0.00121592,0.00121592
101,381.384,0.90063,1.77744,0.50573,0.65058,1.0983,0.97293,0.87659,0.95991,0.72096,0.95491,0.86097,0.92249,0.63993,0.92141,1.40488,0.4252,0.57168,1.07831,0.001208,0.001208,0.001208
102,385.102,0.88608,1.72451,0.51,0.65655,1.08217,0.95689,0.9187,0.96355,0.71385,0.92372,0.88608,0.90538,0.60648,0.92201,1.4581,0.41859,0.56432,1.09005,0.00120008,0.00120008,0.00120008
103,389.309,0.8945,1.78291,0.51593,0.66852,1.09154,0.92984,0.9159,0.95565,0.71736,0.90858,0.89431,0.92127,0.61448,0.93157,1.4334,0.42088,0.57366,1.07478,0.00119216,0.00119216,0.00119216
104,393.167,0.90916,1.80621,0.51424,0.66631,1.0966,0.96457,0.89837,0.96354,0.70782,0.94092,0.87805,0.93047,0.63877,0.95729,1.45959,0.41414,0.54468,1.12401,0.00118424,0.00118424,0.00118424
105,397.12,0.90984,1.78783,0.50932,0.67057,1.11629,0.96129,0.90865,0.96644,0.70216,0.93558,0.88557,0.91652,0.6264,0.9567,1.51386,0.42669,0.5702,1.10899,0.00117632,0.00117632,0.00117632
106,401.576,0.90354,1.76927,0.51322,0.67192,1.10169,0.95314,0.90944,0.97148,0.72602,0.93619,0.87805,0.92079,0.63551,0.89849,1.44384,0.43005,0.55256,1.09014,0.0011684,0.0011684,0.0011684
107,403.798,0.9081,1.73032,0.50874,0.6651,1.1015,0.9403,0.9065,0.95184,0.72808,0.95169,0.85772,0.91703,0.6081,0.87114,1.45152,0.42208,0.58166,1.05792,0.00116048,0.00116048,0.00116048
108,407.677,0.91461,1.8111,0.51359,0.66788,1.10767,0.91295,0.9065,0.94085,0.72249,0.91748,0.86179,0.90439,0.62674,0.87783,1.4054,0.42513,0.56316,1.07778,0.00115256,0.00115256,0.00115256
109,411.643,0.87905,1.69927,0.52069,0.64194,1.08527,0.92297,0.93089,0.96291,0.72051,0.90588,0.89985,0.9318,0.66536,0.90669,1.34807,0.43577,0.54893,1.09634,0.00114464,0.00114464,0.00114464
110,415.466,0.88455,1.64922,0.51728,0.6475,1.09761,0.9116,0.92226,0.95947,0.72345,0.89934,0.90798,0.9376,0.64848,0.90539,1.35344,0.42724,0.57236,1.06386,0.00113672,0.00113672,0.00113672
111,419.977,0.89764,1.81841,0.51772,0.65569,1.09162,0.94548,0.87805,0.96114,0.7265,0.89213,0.89837,0.93144,0.64763,0.92519,1.39294,0.42263,0.56614,1.08532,0.0011288,0.0011288,0.0011288
112,424.191,0.8981,1.64102,0.50198,0.63643,1.08547,0.92537,0.92276,0.96364,0.71937,0.88854,0.87498,0.91147,0.64098,0.91917,1.42088,0.41973,0.55996,1.08456,0.00112088,0.00112088,0.00112088
113,428.11,0.89042,1.76704,0.50912,0.64419,1.07536,0.95219,0.89065,0.95829,0.71742,0.93219,0.85772,0.91017,0.6304,0.91463,1.44998,0.42388,0.56416,1.06123,0.00111296,0.00111296,0.00111296
114,431.981,0.9179,1.66317,0.49995,0.65867,1.09688,0.95932,0.89024,0.96385,0.71905,0.9418,0.87398,0.92478,0.65923,0.90493,1.37973,0.42108,0.55563,1.06907,0.00110504,0.00110504,0.00110504
115,434.189,0.88795,1.68558,0.5025,0.66026,1.0747,0.96658,0.91057,0.9735,0.73021,0.94737,0.89024,0.93138,0.6432,0.89417,1.40441,0.42367,0.53566,1.06062,0.00109712,0.00109712,0.00109712
116,438.176,0.89805,1.70482,0.50023,0.66301,1.08684,0.93418,0.92315,0.9654,0.7275,0.95696,0.90387,0.94599,0.63756,0.87986,1.38497,0.41902,0.54496,1.06854,0.0010892,0.0010892,0.0010892
117,442.051,0.89246,1.58687,0.49532,0.63809,1.09004,0.96794,0.91463,0.96367,0.72024,0.93504,0.87762,0.91356,0.63661,0.90749,1.42517,0.42651,0.55223,1.07406,0.00108128,0.00108128,0.00108128
118,445.636,0.89545,1.56474,0.50978,0.65059,1.09093,0.96128,0.89837,0.9638,0.73344,0.92293,0.87805,0.91592,0.64848,0.8725,1.39164,0.43042,0.53517,1.05028,0.00107336,0.00107336,0.00107336
119,449.512,0.88915,1.61131,0.50083,0.6542,1.08918,0.95023,0.89837,0.96348,0.7288,0.94006,0.89024,0.92784,0.65453,0.8925,1.39185,0.42599,0.55426,1.06762,0.00106544,0.00106544,0.00106544
