epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,39.1005,1.36078,3.57713,0.66288,1.09298,1.31832,0.70526,0.82877,0.78793,0.45013,0.63531,0.74658,0.65705,0.24103,1.38745,3.05715,0.591,1.23388,1.3312,0.0017624,0.0017624,0.0017624
14,40.984,1.34158,3.45843,0.6615,1.06656,1.34467,0.83488,0.82192,0.87018,0.5196,0.68848,0.71233,0.63725,0.25204,1.2884,3.08607,0.5689,1.05796,1.31696,0.0017426,0.0017426,0.0017426
15,43.1071,1.37281,3.51341,0.67005,1.08271,1.34722,0.80357,0.78767,0.85945,0.51649,0.72671,0.71233,0.70795,0.26625,1.27285,2.96954,0.55728,1.13547,1.31777,0.0017228,0.0017228,0.0017228
16,45.2655,1.33979,3.37678,0.65285,1.0412,1.32088,0.88745,0.81013,0.88965,0.54528,0.82044,0.75112,0.73234,0.27437,1.24255,2.88462,0.56001,1.20147,1.29521,0.001703,0.001703,0.001703
17,47.6013,1.26662,3.22455,0.65673,0.98953,1.27671,0.80434,0.80822,0.84705,0.52245,0.73617,0.73973,0.69269,0.27313,1.28147,2.79514,0.55542,1.43236,1.29249,0.0016832,0.0016832,0.0016832
18,49.4626,1.27528,3.11818,0.64776,0.99753,1.27572,0.85564,0.85254,0.91939,0.56962,0.7829,0.74658,0.74867,0.32669,1.2719,2.7156,0.54658,0.94132,1.26266,0.0016634,0.0016634,0.0016634
19,51.5234,1.28331,3.11488,0.65367,1.04218,1.2982,0.83327,0.85578,0.90781,0.53862,0.71617,0.70861,0.67409,0.30182,1.32163,2.85649,0.55146,0.87919,1.311,0.0016436,0.0016436,0.0016436
20,53.4644,1.29244,3.15319,0.64939,1.0167,1.32529,0.84251,0.77397,0.87834,0.54559,0.77593,0.67808,0.68816,0.30364,1.28468,2.54376,0.53888,0.99059,1.32644,0.0016238,0.0016238,0.0016238
21,55.4918,1.31396,3.10955,0.64487,1.0462,1.32663,0.83521,0.84932,0.90145,0.55747,0.77916,0.72496,0.76499,0.32399,1.32829,2.50988,0.53843,0.97132,1.31979,0.001604,0.001604,0.001604
22,57.7078,1.3168,2.96822,0.65623,1.01732,1.3211,0.90376,0.74658,0.89213,0.54589,0.86925,0.73288,0.80423,0.41054,1.28484,2.39139,0.54916,0.89682,1.28176,0.0015842,0.0015842,0.0015842
23,59.5192,1.24896,3.01127,0.65268,1.02379,1.30042,0.84873,0.73017,0.83136,0.52447,0.87441,0.69863,0.78215,0.38672,1.27411,2.61204,0.55273,0.96596,1.28034,0.0015644,0.0015644,0.0015644
24,64.5362,1.19906,2.78997,0.65043,0.93438,1.24178,0.7951,0.72603,0.83075,0.51397,0.75446,0.67808,0.70723,0.35253,1.29829,2.6007,0.55059,1.1092,1.26612,0.0015446,0.0015446,0.0015446
25,66.9193,1.22661,2.82199,0.64294,0.95611,1.24358,0.82558,0.80137,0.85647,0.54582,0.80896,0.75412,0.79719,0.38769,1.30655,2.33395,0.54552,1.0198,1.30421,0.0015248,0.0015248,0.0015248
26,68.9728,1.18305,2.79831,0.63964,0.90986,1.23769,0.8549,0.76712,0.86453,0.5675,0.82883,0.76279,0.82701,0.38913,1.21844,2.48151,0.55943,1.04788,1.28433,0.001505,0.001505,0.001505
27,71.1337,1.22145,2.91711,0.6505,0.95889,1.24286,0.87176,0.80822,0.85895,0.54734,0.8342,0.77397,0.80947,0.38277,1.27962,2.35614,0.55837,0.97545,1.29406,0.0014852,0.0014852,0.0014852
28,73.1045,1.19294,2.74727,0.65005,0.92358,1.23527,0.87991,0.82877,0.88757,0.57876,0.8766,0.77397,0.8254,0.42663,1.19942,2.15687,0.55147,0.91805,1.2648,0.0014654,0.0014654,0.0014654
29,74.9943,1.23726,2.72651,0.64857,0.95512,1.25408,0.8352,0.82877,0.87857,0.55959,0.83437,0.75909,0.7791,0.38678,1.2507,2.27287,0.5531,0.88421,1.2917,0.0014456,0.0014456,0.0014456
30,76.9866,1.20656,2.61548,0.64805,0.90097,1.23985,0.90609,0.76027,0.87816,0.53908,0.8867,0.75046,0.82402,0.40776,1.30342,2.22599,0.54153,0.88947,1.32785,0.0014258,0.0014258,0.0014258
31,78.9442,1.2093,2.76402,0.6483,0.90267,1.23941,0.8161,0.76712,0.86157,0.56256,0.79764,0.75594,0.80836,0.40122,1.18058,2.20982,0.5409,0.953,1.24359,0.001406,0.001406,0.001406
32,80.7941,1.1927,2.61592,0.65066,0.92572,1.26038,0.86526,0.82192,0.88861,0.57225,0.82355,0.76721,0.81128,0.42753,1.16879,2.13229,0.54194,0.86162,1.24906,0.0013862,0.0013862,0.0013862
33,82.8405,1.15459,2.58059,0.64556,0.88363,1.24318,0.88644,0.81507,0.909,0.5865,0.87368,0.80822,0.86872,0.4648,1.17933,2.00339,0.54731,0.83514,1.23652,0.0013664,0.0013664,0.0013664
34,84.9379,1.19043,2.53907,0.63812,0.88088,1.25322,0.89426,0.84247,0.90804,0.59201,0.84395,0.82192,0.84146,0.46613,1.17092,2.09222,0.55313,0.78407,1.23573,0.0013466,0.0013466,0.0013466
35,86.791,1.12943,2.45276,0.63386,0.85076,1.19607,0.89746,0.83924,0.89318,0.59021,0.88281,0.82554,0.87045,0.47812,1.17263,2.02436,0.54948,0.79415,1.21857,0.0013268,0.0013268,0.0013268
36,88.6526,1.13401,2.46292,0.64221,0.84668,1.20994,0.85223,0.89041,0.92743,0.60253,0.83902,0.78539,0.812,0.46026,1.18918,2.02801,0.53897,0.82218,1.22374,0.001307,0.001307,0.001307
37,90.5571,1.1359,2.40247,0.64064,0.83595,1.1914,0.93234,0.86301,0.92625,0.60925,0.88721,0.83562,0.87694,0.46914,1.15984,2.06953,0.53589,0.76534,1.22403,0.0012872,0.0012872,0.0012872
38,92.7962,1.14153,2.34943,0.63469,0.86147,1.24132,0.92213,0.89224,0.94156,0.60982,0.92462,0.84021,0.91138,0.48334,1.20058,1.9068,0.54408,0.7508,1.23808,0.0012674,0.0012674,0.0012674
39,94.7137,1.13876,2.45899,0.642,0.84023,1.19868,0.93443,0.88356,0.9456,0.605,0.87991,0.84247,0.88947,0.49035,1.18668,1.91005,0.54633,0.71795,1.26438,0.0012476,0.0012476,0.0012476
40,99.0872,1.12295,2.33427,0.64393,0.82935,1.19206,0.84237,0.86986,0.92194,0.60989,0.83673,0.85616,0.88406,0.52651,1.19323,1.76306,0.54468,0.77576,1.23757,0.0012278,0.0012278,0.0012278
41,100.998,1.09752,2.2749,0.64156,0.81989,1.20102,0.8464,0.86986,0.91022,0.59433,0.82911,0.84932,0.86503,0.51846,1.18013,1.78847,0.54559,0.78722,1.25216,0.001208,0.001208,0.001208
42,103.1,1.13012,2.3392,0.63957,0.82208,1.20804,0.86894,0.87671,0.91688,0.61181,0.86302,0.86986,0.88777,0.53155,1.168,1.85113,0.54826,0.75794,1.22609,0.0011882,0.0011882,0.0011882
43,105.095,1.10432,2.38575,0.63732,0.81239,1.18307,0.89563,0.85616,0.93767,0.60583,0.88648,0.84932,0.88873,0.5344,1.17132,1.82077,0.54725,0.75116,1.21448,0.0011684,0.0011684,0.0011684
44,107.172,1.12874,2.36899,0.6416,0.84052,1.19312,0.91229,0.85491,0.92737,0.60566,0.89568,0.81507,0.87386,0.52332,1.16861,1.7944,0.54636,0.74885,1.2095,0.0011486,0.0011486,0.0011486
45,109.164,1.11515,2.26797,0.64042,0.80436,1.19328,0.93174,0.84146,0.93166,0.61544,0.91896,0.82877,0.87467,0.53183,1.11811,1.80035,0.54119,0.71612,1.19996,0.0011288,0.0011288,0.0011288
46,111.229,1.08336,2.19505,0.64404,0.78359,1.17727,0.89363,0.87671,0.93818,0.64224,0.8668,0.84932,0.84324,0.50776,1.10182,1.8042,0.54967,0.72011,1.18348,0.001109,0.001109,0.001109
47,113.292,1.04275,2.10638,0.63775,0.75581,1.15087,0.9246,0.88356,0.94357,0.66154,0.89889,0.85616,0.88348,0.54591,1.04883,1.74371,0.55443,0.67591,1.14579,0.0010892,0.0010892,0.0010892
48,115.188,1.1116,2.13542,0.63767,0.77808,1.18405,0.9489,0.89024,0.95211,0.66773,0.93421,0.87539,0.90432,0.58276,1.06458,1.71407,0.55316,0.67966,1.14899,0.0010694,0.0010694,0.0010694
49,117.205,1.05302,2.17115,0.64302,0.77585,1.15643,0.90299,0.8926,0.94626,0.6536,0.91869,0.85128,0.89222,0.52626,1.08913,1.76358,0.5485,0.70612,1.16413,0.0010496,0.0010496,0.0010496
50,119.128,1.07349,2.11357,0.62216,0.76816,1.16626,0.90468,0.86986,0.93251,0.60054,0.9071,0.80258,0.87041,0.53305,1.15767,1.7766,0.54915,0.76012,1.20561,0.0010298,0.0010298,0.0010298
51,121.105,1.04916,2.15757,0.6392,0.752,1.16576,0.92641,0.89041,0.95674,0.65648,0.90358,0.8344,0.89226,0.55047,1.0597,1.65132,0.53915,0.68379,1.15669,0.00101,0.00101,0.00101
52,123.244,1.0667,1.97483,0.62945,0.77066,1.15746,0.92556,0.85157,0.94892,0.65013,0.90131,0.84932,0.89508,0.55382,1.09271,1.67415,0.54293,0.70177,1.19092,0.0009902,0.0009902,0.0009902
53,125.165,1.05103,2.07102,0.63567,0.76738,1.15408,0.94657,0.86301,0.94368,0.63759,0.92374,0.82964,0.89506,0.56838,1.12925,1.60132,0.53641,0.71321,1.19857,0.0009704,0.0009704,0.0009704
54,127.583,1.03007,2.09578,0.63821,0.75248,1.15657,0.90497,0.91096,0.94402,0.64473,0.88737,0.86337,0.90071,0.59194,1.08683,1.59444,0.53501,0.66616,1.17462,0.0009506,0.0009506,0.0009506
55,129.493,1.02617,1.95579,0.63649,0.73554,1.16785,0.96457,0.85616,0.95532,0.65205,0.93966,0.85331,0.91122,0.59369,1.0742,1.54912,0.53981,0.65663,1.15858,0.0009308,0.0009308,0.0009308
56,134.493,1.02778,2.04434,0.63818,0.75468,1.16595,0.91176,0.81507,0.93214,0.64097,0.85778,0.82192,0.87689,0.56847,1.06341,1.60948,0.54223,0.72383,1.14346,0.000911,0.000911,0.000911
57,136.456,1.04573,2.05321,0.63229,0.74885,1.15465,0.92632,0.8611,0.93106,0.63144,0.9068,0.86986,0.90405,0.58423,1.05626,1.61424,0.54233,0.70615,1.13787,0.0008912,0.0008912,0.0008912
58,139.023,1.03458,1.96971,0.62886,0.73408,1.15502,0.9189,0.87671,0.93074,0.6464,0.90615,0.86301,0.90451,0.60153,1.06233,1.6065,0.54919,0.71109,1.14503,0.0008714,0.0008714,0.0008714
59,141.194,1.02704,2.03154,0.63045,0.74776,1.14838,0.93502,0.887,0.93942,0.65999,0.90173,0.8799,0.90465,0.59079,1.03976,1.49889,0.54863,0.68939,1.12033,0.0008516,0.0008516,0.0008516
60,143.136,0.98098,1.93851,0.63209,0.69456,1.13654,0.8922,0.93836,0.95777,0.67216,0.87344,0.91781,0.90926,0.57758,1.01941,1.55282,0.54671,0.64054,1.1307,0.0008318,0.0008318,0.0008318
61,145.53,0.98547,1.93057,0.61996,0.72318,1.13452,0.92018,0.90411,0.95204,0.66078,0.90914,0.89041,0.90678,0.58649,1.07007,1.48825,0.5469,0.66222,1.14878,0.000812,0.000812,0.000812
62,147.898,0.98624,1.92579,0.62738,0.71931,1.12691,0.92751,0.87643,0.93832,0.62395,0.92751,0.87643,0.90446,0.60422,1.06561,1.58386,0.54906,0.69946,1.17903,0.0007922,0.0007922,0.0007922
63,149.77,0.99411,1.96884,0.63248,0.70184,1.13445,0.91428,0.88356,0.94312,0.6566,0.90655,0.86986,0.89271,0.58524,1.03788,1.53819,0.53965,0.65587,1.15223,0.0007724,0.0007724,0.0007724
64,151.596,0.99595,1.81063,0.62437,0.68152,1.13949,0.96166,0.87671,0.96137,0.68913,0.95384,0.86986,0.90949,0.61365,1.02589,1.48983,0.53822,0.62466,1.13279,0.0007526,0.0007526,0.0007526
65,153.416,1.00138,1.9694,0.62998,0.70391,1.13775,0.96261,0.88158,0.96153,0.67745,0.95518,0.87577,0.9145,0.60325,1.03359,1.51464,0.53808,0.64572,1.14356,0.0007328,0.0007328,0.0007328
66,155.384,1.00559,1.93995,0.62873,0.71062,1.14235,0.95073,0.86301,0.95989,0.68497,0.95073,0.86301,0.90523,0.62694,1.00187,1.46767,0.53734,0.6255,1.12825,0.000713,0.000713,0.000713
67,157.541,0.96637,1.84084,0.6313,0.66588,1.1148,0.93371,0.88356,0.95815,0.69313,0.93371,0.88356,0.92349,0.63363,0.97725,1.41784,0.53789,0.60942,1.11196,0.0006932,0.0006932,0.0006932
68,159.435,0.9779,1.84312,0.62654,0.69314,1.13011,0.94968,0.90486,0.9651,0.68481,0.90899,0.91781,0.92033,0.62963,1.01592,1.44832,0.53526,0.60616,1.11437,0.0006734,0.0006734,0.0006734
69,161.881,0.98866,1.7898,0.62574,0.70523,1.1304,0.95456,0.86325,0.96496,0.66676,0.95066,0.85616,0.92089,0.6458,1.04082,1.39829,0.53565,0.61901,1.13183,0.0006536,0.0006536,0.0006536
70,164.176,0.97385,1.65083,0.62384,0.69008,1.10684,0.9692,0.8622,0.95634,0.66984,0.97132,0.86301,0.91242,0.636,1.03326,1.43186,0.53484,0.63834,1.12711,0.0006338,0.0006338,0.0006338
71,168.7,0.92324,1.70187,0.62573,0.687,1.13007,0.93572,0.89739,0.9626,0.67594,0.92152,0.8847,0.90995,0.6339,1.02366,1.42836,0.53646,0.61045,1.09766,0.000614,0.000614,0.000614
72,170.483,0.95379,1.68898,0.62775,0.66828,1.11653,0.95625,0.89814,0.95691,0.68327,0.94168,0.88473,0.90342,0.63033,1.00291,1.39367,0.53637,0.59976,1.10024,0.0005942,0.0005942,0.0005942
73,172.362,0.93418,1.70683,0.63603,0.65871,1.10929,0.94416,0.92657,0.96337,0.69433,0.92324,0.90616,0.92201,0.64629,0.99339,1.33066,0.53935,0.59353,1.08476,0.0005744,0.0005744,0.0005744
74,174.209,0.95282,1.77084,0.62597,0.67804,1.12566,0.93767,0.92742,0.96518,0.69418,0.92322,0.90599,0.9161,0.64925,0.97037,1.38487,0.53835,0.59446,1.08589,0.0005546,0.0005546,0.0005546
75,176.446,0.93558,1.75802,0.62205,0.67034,1.11864,0.93729,0.93836,0.96814,0.68741,0.90956,0.91096,0.92315,0.65899,0.97574,1.36635,0.53959,0.59838,1.0852,0.0005348,0.0005348,0.0005348
76,178.401,0.90184,1.56365,0.62146,0.66084,1.08349,0.92223,0.89346,0.95495,0.68967,0.90104,0.87313,0.91085,0.65154,0.99007,1.37608,0.53803,0.59,1.097,0.000515,0.000515,0.000515
77,180.236,0.90333,1.59539,0.62348,0.63511,1.09421,0.90831,0.91781,0.95226,0.67593,0.88497,0.89578,0.89764,0.62939,0.99654,1.46008,0.5363,0.58582,1.10118,0.0004952,0.0004952,0.0004952
78,182.331,0.92684,1.6314,0.61559,0.65549,1.101,0.91774,0.90411,0.96053,0.6873,0.88948,0.90411,0.91054,0.66059,0.99249,1.42098,0.5351,0.59601,1.10489,0.0004754,0.0004754,0.0004754
79,184.239,0.92409,1.69109,0.62688,0.6462,1.10888,0.92707,0.91781,0.95807,0.68179,0.91219,0.90411,0.92137,0.67288,1.02917,1.36321,0.53001,0.60098,1.12011,0.0004556,0.0004556,0.0004556
80,186.116,0.90927,1.58194,0.62204,0.63878,1.08911,0.92243,0.93151,0.96196,0.68965,0.91077,0.90884,0.91852,0.67812,0.99036,1.35306,0.53049,0.5811,1.0955,0.0004358,0.0004358,0.0004358
81,187.855,0.87934,1.75099,0.62234,0.64604,1.08441,0.94962,0.90366,0.96974,0.6924,0.93522,0.88996,0.92578,0.68465,0.99624,1.31691,0.53308,0.57108,1.09888,0.000416,0.000416,0.000416
82,189.734,0.91417,1.61204,0.62418,0.63233,1.10112,0.95405,0.89726,0.96404,0.68234,0.95594,0.88356,0.91818,0.67108,0.98585,1.33245,0.53232,0.58893,1.10153,0.0003962,0.0003962,0.0003962
83,191.683,0.90405,1.60175,0.62006,0.64025,1.11415,0.92688,0.93151,0.95954,0.68053,0.94845,0.89726,0.92233,0.66107,1.00348,1.31248,0.53285,0.60258,1.10464,0.0003764,0.0003764,0.0003764
84,193.955,0.88508,1.54877,0.63395,0.62567,1.10224,0.91942,0.91781,0.96028,0.68912,0.9263,0.88356,0.91854,0.67954,0.97566,1.29229,0.53718,0.59619,1.10312,0.0003566,0.0003566,0.0003566
85,196.37,0.90688,1.66914,0.62007,0.64953,1.10544,0.95642,0.86986,0.96314,0.68529,0.94748,0.865,0.92006,0.67921,0.96827,1.25135,0.53659,0.59323,1.09788,0.0003368,0.0003368,0.0003368
86,198.396,0.89609,1.61334,0.62084,0.62761,1.09217,0.91747,0.91368,0.96427,0.69412,0.95266,0.86986,0.92556,0.67673,0.97937,1.24336,0.53733,0.59175,1.09399,0.000317,0.000317,0.000317
87,203.501,0.8692,1.48683,0.62941,0.63169,1.0879,0.91051,0.93836,0.96194,0.69844,0.91615,0.89809,0.92444,0.68058,0.96019,1.20003,0.5386,0.57444,1.09477,0.0002972,0.0002972,0.0002972
88,205.95,0.89525,1.56841,0.62233,0.62184,1.09362,0.89979,0.92255,0.9632,0.70057,0.93389,0.89041,0.92996,0.67783,0.95513,1.21738,0.54181,0.57041,1.09551,0.0002774,0.0002774,0.0002774
89,208.267,0.88595,1.61619,0.61244,0.62653,1.08771,0.92884,0.89399,0.96154,0.68731,0.93595,0.90084,0.92372,0.66828,0.98561,1.25618,0.53851,0.58393,1.10683,0.0002576,0.0002576,0.0002576
90,210.269,0.86243,1.52298,0.62128,0.61852,1.07143,0.92515,0.92466,0.9618,0.68386,0.92948,0.90411,0.92309,0.68157,0.99205,1.28338,0.53527,0.58861,1.11713,0.0002378,0.0002378,0.0002378
91,212.98,0.72395,1.11535,0.5578,0.52681,0.98569,0.93067,0.91945,0.96203,0.68274,0.94229,0.89466,0.92115,0.67362,0.9866,1.28608,0.53497,0.58777,1.11191,0.000218,0.000218,0.000218
92,214.946,0.73262,1.01402,0.54925,0.4916,0.97301,0.94601,0.92466,0.96061,0.69021,0.92739,0.87476,0.9061,0.66511,0.99005,1.26094,0.53194,0.56765,1.10967,0.0001982,0.0001982,0.0001982
93,217.08,0.71252,1.03207,0.55608,0.47674,0.98191,0.92957,0.94521,0.96323,0.68939,0.93921,0.87671,0.90575,0.66176,0.98432,1.24583,0.52661,0.56453,1.11592,0.0001784,0.0001784,0.0001784
94,219.465,0.68543,1.00059,0.55097,0.46791,0.97287,0.93802,0.93298,0.96468,0.6901,0.91738,0.91259,0.91761,0.65752,0.98992,1.22935,0.51972,0.55609,1.11424,0.0001586,0.0001586,0.0001586
95,221.596,0.69834,1.01763,0.55046,0.46831,0.9752,0.95044,0.91954,0.96813,0.69019,0.92924,0.89947,0.91289,0.66267,0.99147,1.22498,0.51408,0.56746,1.11656,0.0001388,0.0001388,0.0001388
96,223.458,0.67833,0.9725,0.53916,0.45695,0.95809,0.94428,0.92864,0.96691,0.69798,0.95536,0.87949,0.92198,0.67483,0.97271,1.21243,0.51102,0.56882,1.12072,0.000119,0.000119,0.000119
97,225.33,0.6753,0.93683,0.5485,0.44877,0.96966,0.94403,0.92466,0.96838,0.69546,0.95561,0.88469,0.92527,0.67874,0.97371,1.19616,0.50826,0.55855,1.12296,9.92e-05,9.92e-05,9.92e-05
98,227.668,0.66325,1.07249,0.54508,0.44767,0.97007,0.94418,0.93151,0.96943,0.69772,0.95511,0.88356,0.92332,0.67947,0.97663,1.18103,0.50626,0.55485,1.12072,7.94e-05,7.94e-05,7.94e-05
99,229.763,0.68014,0.9894,0.54148,0.45192,0.95858,0.94529,0.93151,0.97074,0.69637,0.9537,0.88356,0.92376,0.68409,0.97992,1.16932,0.50512,0.54657,1.11679,5.96e-05,5.96e-05,5.96e-05
100,231.911,0.66835,0.95933,0.5361,0.4512,0.96123,0.94591,0.93151,0.97066,0.69534,0.93199,0.91781,0.93004,0.6865,0.98251,1.16337,0.50411,0.54354,1.1182,3.98e-05,3.98e-05,3.98e-05
