epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,296.244,0.88141,1.45746,0.57933,0.61736,1.0687,0.925,0.89041,0.96238,0.67905,0.925,0.89041,0.9383,0.66808,1.01996,1.20145,0.4958,0.59803,1.13866,0.0008417,0.0008417,0.0008417
119,298.645,0.89166,1.52834,0.58877,0.65434,1.0902,0.93984,0.91096,0.97066,0.68612,0.91948,0.89041,0.93398,0.68822,1.02001,1.16312,0.49897,0.59092,1.14211,0.0008318,0.0008318,0.0008318
120,300.891,0.9012,1.47553,0.58059,0.64094,1.0937,0.95385,0.90411,0.96812,0.69198,0.93302,0.88356,0.93262,0.66754,1.05131,1.2355,0.49911,0.55726,1.15938,0.0008219,0.0008219,0.0008219
121,302.928,0.88185,1.40923,0.57626,0.62316,1.07779,0.95812,0.89041,0.96596,0.67945,0.94338,0.87671,0.93562,0.67218,1.044,1.19075,0.49208,0.59699,1.16174,0.000812,0.000812,0.000812
122,305.045,0.90409,1.4759,0.5805,0.63586,1.09056,0.91808,0.93836,0.96499,0.68387,0.93343,0.8643,0.94403,0.68059,1.01893,1.18934,0.49666,0.57636,1.1448,0.0008021,0.0008021,0.0008021
123,307.225,0.90185,1.48215,0.58108,0.63148,1.09163,0.88449,0.94402,0.96461,0.679,0.94624,0.84393,0.93478,0.66825,1.05413,1.23608,0.49367,0.57902,1.15161,0.0007922,0.0007922,0.0007922
124,309.48,0.86025,1.3904,0.58257,0.61438,1.07081,0.92556,0.93674,0.97348,0.68179,0.93422,0.87547,0.9395,0.69548,1.00504,1.20279,0.49547,0.58971,1.14493,0.0007823,0.0007823,0.0007823
125,312.002,0.87569,1.40705,0.57465,0.60816,1.07117,0.91241,0.92753,0.96342,0.674,0.90935,0.89726,0.9245,0.69259,1.01776,1.1754,0.49757,0.59359,1.15304,0.0007724,0.0007724,0.0007724
126,314.172,0.90553,1.43437,0.56884,0.62082,1.09293,0.94369,0.92466,0.96878,0.68759,0.95012,0.91327,0.94156,0.7106,1.00039,1.1545,0.48988,0.5713,1.14499,0.0007625,0.0007625,0.0007625
127,316.347,0.87122,1.37776,0.5726,0.60663,1.07694,0.93699,0.91669,0.97402,0.6843,0.91619,0.89041,0.93738,0.69376,1.02604,1.1949,0.48846,0.58988,1.16275,0.0007526,0.0007526,0.0007526
128,318.261,0.88714,1.35011,0.56057,0.62131,1.07995,0.92886,0.89426,0.96022,0.68486,0.90303,0.86301,0.91827,0.69202,1.0158,1.19864,0.49263,0.61459,1.14078,0.0007427,0.0007427,0.0007427
129,320.148,0.87934,1.30475,0.56674,0.60433,1.07315,0.93487,0.88483,0.96253,0.68816,0.90462,0.87671,0.9255,0.67964,1.00472,1.20166,0.48922,0.56961,1.13168,0.0007328,0.0007328,0.0007328
130,321.939,0.85699,1.36108,0.5769,0.59663,1.08066,0.90175,0.94521,0.96604,0.68676,0.9162,0.86301,0.93711,0.666,1.01479,1.18696,0.48741,0.56661,1.14059,0.0007229,0.0007229,0.0007229
131,323.961,0.84544,1.36266,0.57139,0.5794,1.05776,0.91207,0.94521,0.96842,0.70663,0.93154,0.89041,0.94498,0.69403,1.00698,1.14753,0.48291,0.56356,1.13854,0.000713,0.000713,0.000713
132,329.876,0.84159,1.32618,0.56751,0.596,1.05723,0.95619,0.89704,0.96511,0.69601,0.94216,0.89258,0.93777,0.69063,1.03379,1.14649,0.48569,0.57478,1.16042,0.0007031,0.0007031,0.0007031
133,332.101,0.8438,1.47642,0.56502,0.59377,1.06015,0.92558,0.93708,0.97085,0.68894,0.94315,0.90411,0.93792,0.68168,1.05787,1.18934,0.48868,0.57949,1.19099,0.0006932,0.0006932,0.0006932
134,334.262,0.85722,1.27831,0.57439,0.59867,1.07623,0.92973,0.90624,0.97026,0.68902,0.95046,0.88356,0.93981,0.6985,1.05285,1.1689,0.4844,0.57214,1.17164,0.0006833,0.0006833,0.0006833
135,336.419,0.86172,1.34676,0.56358,0.6048,1.06104,0.96127,0.89726,0.9683,0.68176,0.93736,0.87671,0.92855,0.69826,1.05138,1.15192,0.48182,0.56866,1.17249,0.0006734,0.0006734,0.0006734
136,338.632,0.8506,1.27525,0.55931,0.58262,1.04584,0.9642,0.92247,0.97253,0.69342,0.9561,0.91096,0.94312,0.69794,1.03243,1.14929,0.47433,0.54553,1.16827,0.0006635,0.0006635,0.0006635
137,340.861,0.80339,1.25717,0.55503,0.59508,1.04221,0.97045,0.92466,0.97578,0.68629,0.94872,0.90411,0.93448,0.68919,1.076,1.16656,0.47381,0.55639,1.19273,0.0006536,0.0006536,0.0006536
138,342.967,0.85932,1.30259,0.56355,0.61183,1.08596,0.97228,0.92466,0.97539,0.68966,0.95016,0.91413,0.94086,0.70327,1.04481,1.12924,0.47636,0.54647,1.17769,0.0006437,0.0006437,0.0006437
139,345.52,0.82973,1.34106,0.56277,0.59307,1.06682,0.94954,0.91781,0.97394,0.69264,0.93638,0.90729,0.94414,0.69912,1.02628,1.11474,0.47608,0.5617,1.16189,0.0006338,0.0006338,0.0006338
140,347.501,0.85237,1.3446,0.56459,0.58613,1.06176,0.93537,0.92466,0.96824,0.67504,0.94148,0.91781,0.93917,0.70021,1.06144,1.13511,0.47369,0.56064,1.16483,0.0006239,0.0006239,0.0006239
141,349.674,0.85127,1.2862,0.55296,0.58255,1.04798,0.9683,0.90411,0.96862,0.69074,0.96096,0.89726,0.93248,0.69169,1.03876,1.1736,0.47767,0.55548,1.16189,0.000614,0.000614,0.000614
142,351.999,0.85057,1.41062,0.56377,0.58698,1.05844,0.95109,0.93227,0.97231,0.69191,0.96381,0.91199,0.95312,0.70264,1.02874,1.15674,0.47991,0.55239,1.15803,0.0006041,0.0006041,0.0006041
143,354.419,0.83919,1.34361,0.55608,0.59984,1.06603,0.97411,0.91781,0.9716,0.69895,0.95911,0.90411,0.94559,0.6986,1.0098,1.14525,0.47657,0.56468,1.15364,0.0005942,0.0005942,0.0005942
144,356.87,0.84999,1.25979,0.55232,0.58181,1.05201,0.9635,0.90403,0.97095,0.69436,0.9635,0.90403,0.94563,0.70577,0.99116,1.14852,0.47438,0.54898,1.13989,0.0005843,0.0005843,0.0005843
145,359.107,0.85515,1.3751,0.55314,0.58857,1.06696,0.96761,0.88356,0.97243,0.69697,0.96028,0.86986,0.93979,0.68084,1.02803,1.16549,0.47146,0.56863,1.1576,0.0005744,0.0005744,0.0005744
146,363.591,0.8695,1.38737,0.5591,0.61363,1.06714,0.94936,0.89885,0.97311,0.6969,0.94191,0.8885,0.94656,0.69032,1.00025,1.14363,0.47241,0.56063,1.14448,0.0005645,0.0005645,0.0005645
147,365.877,0.78507,1.21628,0.53826,0.56464,1.03078,0.95644,0.90224,0.9716,0.69318,0.95994,0.90411,0.96306,0.71784,0.99787,1.08206,0.46709,0.57203,1.13999,0.0005546,0.0005546,0.0005546
148,367.8,0.82949,1.24777,0.54975,0.56893,1.04964,0.96066,0.88356,0.9632,0.67975,0.95609,0.86986,0.94718,0.71642,1.02132,1.09101,0.46334,0.59505,1.15413,0.0005447,0.0005447,0.0005447
149,370.026,0.82812,1.18364,0.54696,0.57084,1.04541,0.93984,0.87671,0.95999,0.68247,0.93984,0.87671,0.94209,0.70339,1.02727,1.15729,0.4661,0.60667,1.17065,0.0005348,0.0005348,0.0005348
150,371.968,0.8343,1.25753,0.54296,0.59446,1.05981,0.93837,0.89726,0.96572,0.69637,0.93837,0.89726,0.9464,0.71386,0.99569,1.10731,0.47012,0.55205,1.15871,0.0005249,0.0005249,0.0005249
151,373.781,0.82814,1.25772,0.54939,0.56433,1.03309,0.95752,0.91096,0.97509,0.70593,0.94296,0.87671,0.94464,0.72925,0.98027,1.07367,0.4677,0.54375,1.14461,0.000515,0.000515,0.000515
152,375.595,0.84752,1.29792,0.55052,0.59158,1.06294,0.97755,0.89481,0.97568,0.69726,0.95514,0.87493,0.94273,0.72184,1.00454,1.07139,0.46694,0.5515,1.15632,0.0005051,0.0005051,0.0005051
153,377.341,0.80578,1.30481,0.54744,0.56065,1.032,0.95696,0.91367,0.97892,0.69395,0.96519,0.86986,0.95656,0.72703,1.01345,1.04706,0.47062,0.54555,1.14903,0.0004952,0.0004952,0.0004952
154,379.505,0.80853,1.33537,0.55564,0.58048,1.04512,0.94522,0.90411,0.97642,0.68151,0.92948,0.90273,0.94868,0.72325,1.02242,1.04878,0.46866,0.57318,1.15804,0.0004853,0.0004853,0.0004853
155,381.453,0.80893,1.30448,0.55823,0.56722,1.05337,0.94169,0.91781,0.97033,0.68521,0.92189,0.91096,0.93498,0.71629,1.00743,1.08824,0.46975,0.56886,1.14924,0.0004754,0.0004754,0.0004754
156,383.706,0.85557,1.3236,0.54839,0.5825,1.06242,0.91904,0.92466,0.9664,0.68473,0.91023,0.90286,0.92639,0.69809,0.99746,1.07958,0.46685,0.56841,1.15869,0.0004655,0.0004655,0.0004655
157,385.795,0.82956,1.28829,0.55204,0.5956,1.06787,0.94326,0.91087,0.96077,0.68321,0.93201,0.89726,0.92962,0.69672,1.00096,1.10302,0.46543,0.58261,1.15682,0.0004556,0.0004556,0.0004556
158,387.798,0.79833,1.20966,0.55294,0.57839,1.03706,0.94304,0.90718,0.9668,0.68975,0.93621,0.90467,0.93705,0.69986,1.01723,1.08772,0.46447,0.5725,1.15911,0.0004457,0.0004457,0.0004457
159,389.885,0.8026,1.16443,0.54438,0.56651,1.0566,0.94572,0.89041,0.96821,0.68694,0.93819,0.88356,0.93835,0.69313,1.00864,1.114,0.4627,0.56555,1.14773,0.0004358,0.0004358,0.0004358
160,392.185,0.80594,1.27693,0.54971,0.56107,1.05434,0.92761,0.91781,0.96766,0.6957,0.93529,0.89097,0.93911,0.71157,0.98781,1.10908,0.46698,0.58137,1.13859,0.0004259,0.0004259,0.0004259
161,394.466,0.81265,1.20485,0.54197,0.56348,1.04893,0.96012,0.90411,0.97008,0.69168,0.95284,0.89726,0.93824,0.72722,1.00298,1.10789,0.46547,0.57083,1.14425,0.000416,0.000416,0.000416
162,400.304,0.79062,1.24735,0.54333,0.55654,1.03312,0.96793,0.88356,0.97275,0.69847,0.95544,0.88108,0.94342,0.73159,0.99618,1.11077,0.46554,0.5698,1.15136,0.0004061,0.0004061,0.0004061
163,402.401,0.76412,1.16578,0.54015,0.53881,1.04041,0.94067,0.92466,0.973,0.69226,0.96962,0.87442,0.93708,0.73063,0.98835,1.04222,0.46807,0.55656,1.14397,0.0003962,0.0003962,0.0003962
164,404.384,0.76503,1.15742,0.54245,0.53834,1.02013,0.92854,0.93151,0.96623,0.69272,0.93635,0.90683,0.94574,0.72057,0.99339,1.02859,0.46191,0.5479,1.15633,0.0003863,0.0003863,0.0003863
165,406.826,0.76732,1.15711,0.53798,0.54425,1.03333,0.96379,0.91143,0.97359,0.69328,0.95614,0.89582,0.95032,0.72743,1.00625,1.03672,0.46021,0.54807,1.1553,0.0003764,0.0003764,0.0003764
166,409.137,0.77494,1.24228,0.54983,0.55194,1.0304,0.9642,0.92224,0.97559,0.70175,0.95295,0.91096,0.9537,0.72265,1.005,1.03779,0.46181,0.5419,1.14604,0.0003665,0.0003665,0.0003665
167,411.234,0.76146,1.18129,0.54646,0.5525,1.03619,0.9639,0.91444,0.96998,0.69606,0.95673,0.90869,0.95133,0.72456,1.00021,1.03154,0.46098,0.55319,1.1417,0.0003566,0.0003566,0.0003566
168,413.395,0.78453,1.22565,0.54408,0.54105,1.04232,0.958,0.90411,0.96776,0.70559,0.95074,0.89726,0.94476,0.73164,0.98462,1.01868,0.46234,0.5497,1.12877,0.0003467,0.0003467,0.0003467
169,415.581,0.74337,1.13659,0.54315,0.53683,1.03446,0.95679,0.91781,0.96981,0.70192,0.94319,0.90972,0.94521,0.73738,0.98995,1.02151,0.46268,0.55903,1.13226,0.0003368,0.0003368,0.0003368
170,417.817,0.78281,1.15888,0.54253,0.54785,1.03832,0.95055,0.92165,0.97586,0.70137,0.94349,0.9148,0.94995,0.73594,0.99933,1.04091,0.46172,0.54705,1.14197,0.0003269,0.0003269,0.0003269
171,419.995,0.7648,1.15163,0.55128,0.51996,1.02439,0.94929,0.91096,0.97595,0.6997,0.94953,0.91096,0.95369,0.73683,1.00959,1.04147,0.45938,0.55112,1.15524,0.000317,0.000317,0.000317
172,421.93,0.73915,1.05761,0.53502,0.51544,1.01935,0.94333,0.91219,0.97258,0.70038,0.94333,0.91219,0.95675,0.73625,1.01103,1.03583,0.4608,0.54563,1.16405,0.0003071,0.0003071,0.0003071
173,424.304,0.80192,1.18985,0.53764,0.55666,1.04765,0.97751,0.91781,0.97281,0.70125,0.96697,0.90411,0.95036,0.73412,1.02301,1.03984,0.46095,0.53705,1.15979,0.0002972,0.0002972,0.0002972
174,426.482,0.791,1.17192,0.53963,0.54555,1.03694,0.97386,0.91781,0.974,0.70179,0.96307,0.89319,0.94903,0.73419,1.02313,1.06368,0.46011,0.53959,1.15547,0.0002873,0.0002873,0.0002873
175,428.491,0.74516,1.14717,0.53919,0.51483,1.01751,0.95749,0.91096,0.97288,0.7036,0.94913,0.89457,0.95096,0.73865,1.0018,1.06361,0.46181,0.53122,1.14638,0.0002774,0.0002774,0.0002774
176,431.088,0.74392,1.17134,0.53586,0.51542,1.0138,0.96146,0.89726,0.9703,0.7095,0.94186,0.89726,0.94386,0.73547,0.9867,1.06402,0.46365,0.53302,1.13808,0.0002675,0.0002675,0.0002675
177,436.209,0.75339,1.13942,0.5344,0.52855,1.0129,0.93086,0.92222,0.97231,0.70164,0.94058,0.89726,0.94594,0.74906,0.98889,1.02199,0.45965,0.5371,1.13753,0.0002576,0.0002576,0.0002576
178,438.7,0.77315,1.22714,0.53826,0.5317,1.0359,0.94438,0.91096,0.97124,0.7039,0.9371,0.90411,0.9502,0.75683,0.98355,1.01349,0.45454,0.5337,1.13239,0.0002477,0.0002477,0.0002477
179,440.851,0.77185,1.061,0.53604,0.54405,1.02731,0.95239,0.91781,0.97177,0.70494,0.94314,0.9089,0.95034,0.74443,0.98394,1.02227,0.45563,0.53095,1.13206,0.0002378,0.0002378,0.0002378
180,443.018,0.74514,1.12042,0.53827,0.52618,1.02743,0.95736,0.92267,0.97447,0.71233,0.9428,0.90411,0.94564,0.7398,0.99506,1.02061,0.45786,0.52741,1.13754,0.0002279,0.0002279,0.0002279
181,444.938,0.75776,1.26029,0.53985,0.52847,1.02325,0.95235,0.91781,0.97248,0.7116,0.93814,0.90411,0.94266,0.74383,0.98611,1.00717,0.45759,0.53282,1.13341,0.000218,0.000218,0.000218
182,446.958,0.77319,1.19429,0.53312,0.5573,1.03029,0.9537,0.91781,0.97246,0.70976,0.93828,0.90411,0.94617,0.75212,0.99173,1.01344,0.45695,0.52774,1.13434,0.0002081,0.0002081,0.0002081
183,449.053,0.75196,1.0923,0.52527,0.533,1.017,0.94423,0.92777,0.97181,0.70726,0.93397,0.90411,0.93445,0.7417,0.99009,1.01126,0.45804,0.53035,1.13443,0.0001982,0.0001982,0.0001982
184,451.226,0.72695,1.06961,0.53798,0.51111,1.01861,0.9508,0.92662,0.97133,0.70818,0.93574,0.89758,0.93891,0.73509,0.99569,1.00613,0.4579,0.53137,1.1359,0.0001883,0.0001883,0.0001883
185,453.669,0.77283,1.07583,0.53083,0.51914,1.02239,0.95389,0.92466,0.96991,0.70547,0.95776,0.90411,0.94267,0.73285,1.00573,1.00644,0.45673,0.53838,1.14461,0.0001784,0.0001784,0.0001784
186,456.067,0.73169,1.01084,0.5319,0.51115,1.00595,0.95398,0.92466,0.97494,0.70549,0.95273,0.91096,0.95214,0.73503,1.01044,1.01708,0.45616,0.53052,1.1477,0.0001685,0.0001685,0.0001685
187,458.452,0.75336,1.16711,0.52996,0.53397,1.02656,0.95603,0.92466,0.97132,0.71014,0.9558,0.91096,0.94971,0.74371,1.0002,1.0136,0.45642,0.51741,1.147,0.0001586,0.0001586,0.0001586
188,460.716,0.74568,1.06541,0.53784,0.53439,1.03829,0.95138,0.93824,0.97667,0.71197,0.94947,0.90088,0.9424,0.74699,0.99093,0.99178,0.4561,0.50633,1.14221,0.0001487,0.0001487,0.0001487
189,462.815,0.74154,1.13833,0.54415,0.5233,1.02592,0.96659,0.91781,0.97533,0.71067,0.94457,0.89726,0.9418,0.74921,0.99579,0.98454,0.45597,0.50621,1.14129,0.0001388,0.0001388,0.0001388
190,464.901,0.73156,0.9902,0.52668,0.50036,1.00967,0.96793,0.91781,0.97495,0.71113,0.94276,0.89726,0.94274,0.74938,0.99553,0.99029,0.45635,0.51146,1.14453,0.0001289,0.0001289,0.0001289
191,470.604,0.58273,0.70574,0.4948,0.42512,0.92346,0.96749,0.91096,0.9754,0.71069,0.94538,0.89041,0.93958,0.75014,0.99761,0.98898,0.45681,0.51172,1.14691,0.000119,0.000119,0.000119
192,473.004,0.60292,0.79176,0.49834,0.41478,0.9542,0.94432,0.92926,0.97671,0.70161,0.93576,0.89793,0.93962,0.75138,1.01043,0.98938,0.45369,0.51819,1.14981,0.0001091,0.0001091,0.0001091
193,475.324,0.60371,0.68253,0.49316,0.40754,0.92104,0.95082,0.92698,0.97931,0.69968,0.93299,0.90411,0.94103,0.74289,1.02124,0.9966,0.44981,0.51362,1.15577,9.92e-05,9.92e-05,9.92e-05
194,477.26,0.57085,0.71866,0.49149,0.39805,0.91511,0.94795,0.92466,0.97872,0.69185,0.94956,0.9026,0.94115,0.73576,1.01891,1.00215,0.4456,0.51792,1.16236,8.93e-05,8.93e-05,8.93e-05
195,479.444,0.57667,0.70518,0.48116,0.39519,0.92181,0.94458,0.93402,0.9786,0.69016,0.92397,0.91566,0.94209,0.74286,1.01836,0.99161,0.44332,0.52619,1.16659,7.94e-05,7.94e-05,7.94e-05
196,481.665,0.56655,0.7074,0.48314,0.39468,0.92103,0.97177,0.91781,0.97845,0.69121,0.9427,0.90144,0.94185,0.74103,1.02364,0.98111,0.44036,0.53177,1.16664,6.95e-05,6.95e-05,6.95e-05
197,484.064,0.55202,0.65996,0.48361,0.37593,0.91976,0.97098,0.91663,0.97641,0.69292,0.93801,0.91096,0.94293,0.74152,1.02523,0.98711,0.43965,0.53029,1.16756,5.96e-05,5.96e-05,5.96e-05
198,486.065,0.56821,0.69697,0.47725,0.38781,0.91476,0.97108,0.92009,0.9769,0.69616,0.94303,0.91096,0.94747,0.74519,1.02236,0.9821,0.43827,0.52792,1.16641,4.97e-05,4.97e-05,4.97e-05
199,488.25,0.59095,0.72329,0.48454,0.39194,0.93102,0.97035,0.92466,0.97702,0.69797,0.94852,0.91096,0.9523,0.74587,1.01899,0.98324,0.43726,0.53068,1.16527,3.98e-05,3.98e-05,3.98e-05
200,490.361,0.56936,0.65943,0.48373,0.37766,0.92436,0.96906,0.92466,0.97713,0.69842,0.94514,0.90411,0.94859,0.74602,1.00924,0.98354,0.43716,0.52441,1.16231,2.99e-05,2.99e-05,2.99e-05
